Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,user1_activity,user2_activity,Total Power (W),Unix Time,state
2025-01-08 13:54:01,SMP01,Laboratory 207,27.044,24786.057,Refrigerator(207),abs,abs,27.044,1736344441,S0
2025-01-08 13:54:13,SMP01,Laboratory 207,27.044,24786.057,Refrigerator(207),abs,abs,27.044,1736344453,S0
2025-01-08 13:54:25,SMP01,Laboratory 207,27.044,24786.057,Refrigerator(207),abs,abs,27.044,1736344465,S0
2025-01-08 13:54:37,SMP01,Laboratory 207,27.044,24786.057,Refrigerator(207),abs,abs,27.044,1736344477,S0
2025-01-08 13:54:49,SMP01,Laboratory 207,26.922,24786.503,Refrigerator(207),abs,abs,26.922,1736344489,S0
2025-01-08 13:55:02,SMP01,Laboratory 207,26.922,24786.503,Refrigerator(207),abs,abs,26.922,1736344502,S0
2025-01-08 13:55:14,SMP01,Laboratory 207,26.922,24786.503,Refrigerator(207),abs,abs,26.922,1736344514,S0
2025-01-08 13:55:26,SMP01,Laboratory 207,26.922,24786.503,Refrigerator(207),abs,abs,26.922,1736344526,S0
2025-01-08 13:55:38,SMP01,Laboratory 207,26.922,24786.503,Refrigerator(207),abs,abs,26.922,1736344538,S0
2025-01-08 13:55:50,SMP01,Laboratory 207,26.716,24786.951,Refrigerator(207),abs,abs,26.716,1736344550,S0
2025-01-08 13:56:02,SMP01,Laboratory 207,26.716,24786.951,Refrigerator(207),abs,abs,26.716,1736344562,S0
2025-01-08 13:56:14,SMP01,Laboratory 207,26.716,24786.951,Refrigerator(207),abs,abs,26.716,1736344574,S0
2025-01-08 13:56:26,SMP01,Laboratory 207,26.716,24786.951,Refrigerator(207),abs,abs,26.716,1736344586,S0
2025-01-08 13:56:38,SMP01,Laboratory 207,26.716,24786.951,Refrigerator(207),abs,abs,26.716,1736344598,S0
2025-01-08 13:56:50,SMP01,Laboratory 207,27.791,24787.405,Refrigerator(207),abs,abs,27.791,1736344610,S0
2025-01-08 13:57:03,SMP01,Laboratory 207,27.791,24787.405,Refrigerator(207),abs,abs,27.791,1736344623,S0
2025-01-08 13:57:15,SMP01,Laboratory 207,27.791,24787.405,Refrigerator(207),abs,abs,27.791,1736344635,S0
2025-01-08 13:57:27,SMP01,Laboratory 207,27.791,24787.405,Refrigerator(207),abs,abs,27.791,1736344647,S0
2025-01-08 13:57:39,SMP01,Laboratory 207,27.231,24787.405,Refrigerator(207),abs,abs,27.231,1736344659,S0
2025-01-08 13:57:51,SMP01,Laboratory 207,27.231,24787.865,Refrigerator(207),abs,abs,27.231,1736344671,S0
2025-01-08 13:58:04,SMP01,Laboratory 207,27.231,24787.865,Refrigerator(207),abs,abs,27.231,1736344684,S0
2025-01-08 13:58:16,SMP01,Laboratory 207,27.231,24787.865,Refrigerator(207),abs,abs,27.231,1736344696,S0
2025-01-08 13:58:28,SMP01,Laboratory 207,27.231,24787.865,Refrigerator(207),abs,abs,27.231,1736344708,S0
2025-01-08 13:58:41,SMP01,Laboratory 207,27.896,24788.324,Refrigerator(207),abs,abs,27.896,1736344721,S0
2025-01-08 13:58:53,SMP01,Laboratory 207,27.896,24788.324,Refrigerator(207),abs,abs,27.896,1736344733,S0
2025-01-08 13:59:05,SMP01,Laboratory 207,27.896,24788.324,Refrigerator(207),abs,abs,27.896,1736344745,S0
