Timestamp,Label,Location Name,Power (W),Energy (Wh),Appliance,Activity,Total Power (W),Unix Time
2024-11-28 14:28:13,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.31082256758171506,-1.0568281371786987
2024-11-28 14:28:25,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.31082256758171506,-1.052767675950147
2024-11-28 14:28:37,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.31082256758171506,-1.048707214721595
2024-11-28 14:28:50,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.30951602838904196,-1.044308381723997
2024-11-28 14:29:02,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.2593367575204574,-1.0402479204954451
2024-11-28 14:29:14,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.28030262862787725,-1.0361874592668932
2024-11-28 14:29:26,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.42279705932873757,-1.0321269980383412
2024-11-28 14:29:38,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.42279705932873757,-1.0280665368097892
2024-11-28 14:29:50,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.4215925935104931,-1.0240060755812372
2024-11-28 14:30:05,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.41312050343300594,-1.0189304990455474
2024-11-28 14:30:17,6,1,0.36711442903882285,-0.9733167329913358,1,4,0.41312050343300594,-1.0148700378169955
2024-11-28 14:30:29,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3563085930018731,-1.0108095765884435
2024-11-28 14:30:42,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3563085930018731,-1.0064107435908456
2024-11-28 14:30:54,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.42281960377886496,-1.0023502823622936
2024-11-28 14:31:06,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.39793411509342813,-0.9982898211337418
2024-11-28 14:31:18,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.39793411509342813,-0.9942293599051898
2024-11-28 14:31:30,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.39793411509342813,-0.9901688986766378
2024-11-28 14:31:42,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.39793411509342813,-0.986108437448086
2024-11-28 14:31:54,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3510416068814119,-0.982047976219534
2024-11-28 14:32:06,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3246454322544471,-0.977987514990982
2024-11-28 14:32:18,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3246454322544471,-0.9739270537624302
2024-11-28 14:32:30,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3246454322544471,-0.9698665925338782
2024-11-28 14:32:42,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3246454322544471,-0.9658061313053262
2024-11-28 14:32:55,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.3207870587010852,-0.9614072983077283
2024-11-28 14:33:07,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.001909836989415918,-0.9573468370791764
2024-11-28 14:33:19,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.001909836989415918,-0.9532863758506245
2024-11-28 14:33:31,6,1,0.36711442903882285,-0.9733167329913358,1,4,-0.001909836989415918,-0.9492259146220725
